Kecamatan,Jumlah Karyawan,Aset,Omset,Lama Berdiri(Tahun),Kategori Usaha
Ujungberung,3,6000000.0,9000000.0,19.0,Mikro
Ujungberung,3,6000000.0,4200000.0,20.0,Mikro
Ujungberung,4,6000000.0,4200000.0,29.0,Mikro
Ujungberung,3,4000000.0,4200000.0,39.0,Mikro
Ujungberung,3,4000000.0,4200000.0,30.0,Mikro
Ujungberung,2,6000000.0,4200000.0,18.0,Mikro
Ujungberung,2,4000000.0,4200000.0,25.0,Mikro
Ujungberung,3,6000000.0,9000000.0,18.0,Mikro
Ujungberung,0,4000000.0,4200000.0,30.0,Mikro
Ujungberung,2,4000000.0,4200000.0,34.0,Mikro
Ujungberung,1,4000000.0,4200000.0,35.0,Mikro
Ujungberung,2,4000000.0,4200000.0,18.0,Mikro
Ujungberung,2,4000000.0,4200000.0,28.0,Mikro
Ujungberung,2,6000000.0,4200000.0,19.0,Mikro
Ujungberung,2,6000000.0,4200000.0,39.0,Mikro
Ujungberung,2,4000000.0,4200000.0,33.0,Mikro
Ujungberung,0,3000000.0,4200000.0,25.0,Mikro
Ujungberung,1,4000000.0,2400000.0,27.0,Mikro
Ujungberung,2,4000000.0,2400000.0,24.0,Mikro
Ujungberung,0,4000000.0,4200000.0,32.0,Mikro
Ujungberung,0,4000000.0,4200000.0,20.0,Mikro
Ujungberung,0,4000000.0,9000000.0,24.0,Mikro
Ujungberung,0,6000000.0,2400000.0,27.0,Mikro
Ujungberung,1,6000000.0,2400000.0,29.0,Mikro
Ujungberung,1,6000000.0,9000000.0,21.0,Mikro
Ujungberung,2,6000000.0,9000000.0,33.0,Mikro
Ujungberung,1,10000000.0,9000000.0,29.0,Mikro
Ujungberung,1,10000000.0,9000000.0,21.0,Mikro
Ujungberung,2,10000000.0,9000000.0,27.0,Mikro
Ujungberung,0,3000000.0,4200000.0,25.0,Mikro
Ujungberung,12,4000000.0,4200000.0,19.0,Mikro
Ujungberung,0,3000000.0,2400000.0,20.0,Mikro
Ujungberung,0,10000000.0,4200000.0,29.0,Mikro
Ujungberung,1,6000000.0,4200000.0,24.0,Mikro
Ujungberung,4,25000000.0,2400000.0,29.0,Mikro
Ujungberung,0,3000000.0,2400000.0,31.0,Mikro
Ujungberung,1,4000000.0,2400000.0,21.0,Mikro
Ujungberung,1,3000000.0,9000000.0,30.0,Mikro
Ujungberung,2,4000000.0,2400000.0,28.0,Mikro
Ujungberung,2,15000000.0,9000000.0,34.0,Mikro
Ujungberung,1,3000000.0,4200000.0,39.0,Mikro
Ujungberung,1,6000000.0,4200000.0,30.0,Mikro
Ujungberung,1,6000000.0,4200000.0,30.0,Mikro
Ujungberung,2,4000000.0,9000000.0,26.0,Mikro
Ujungberung,2,10000000.0,9000000.0,28.0,Mikro
Ujungberung,1,3000000.0,4200000.0,31.0,Mikro
Ujungberung,2,10000000.0,9000000.0,34.0,Mikro
Ujungberung,0,6000000.0,4200000.0,21.0,Mikro
Ujungberung,0,6000000.0,9000000.0,30.0,Mikro
Ujungberung,0,3000000.0,2400000.0,26.0,Mikro
Ujungberung,0,6000000.0,2400000.0,20.0,Mikro
Ujungberung,1,6000000.0,180000000.0,11.0,Mikro
Ujungberung,2,4000000.0,180000000.0,34.0,Mikro
Ujungberung,2,2500000.0,180000000.0,17.0,Mikro
Ujungberung,3,800000.0,180000000.0,18.0,Mikro
Ujungberung,2,2000000.0,180000000.0,16.0,Mikro
Ujungberung,3,500000.0,180000000.0,31.0,Mikro
Ujungberung,4,1000000.0,180000000.0,11.0,Mikro
Ujungberung,4,70000000.0,180000000.0,16.0,Mikro
Ujungberung,3,700000.0,144000000.0,16.0,Mikro
Ujungberung,0,1000000.0,120000000.0,15.0,Mikro
Ujungberung,0,20000000.0,120000000.0,17.0,Mikro
Ujungberung,0,15000000.0,108000000.0,18.0,Mikro
Ujungberung,0,500000.0,108000000.0,12.0,Mikro
Ujungberung,0,1000000.0,108000000.0,17.0,Mikro
Ujungberung,1,1000000.0,96000000.0,21.0,Mikro
Ujungberung,2,2000000.0,90000000.0,18.0,Mikro
Ujungberung,2,1000000.0,84000000.0,15.0,Mikro
Ujungberung,2,4000000.0,72000000.0,23.0,Mikro
Ujungberung,2,2000000.0,72000000.0,19.0,Mikro
Ujungberung,2,4000000.0,72000000.0,18.0,Mikro
Ujungberung,1,6000000.0,72000000.0,24.0,Mikro
Ujungberung,0,300000.0,72000000.0,13.0,Mikro
Ujungberung,1,1500000.0,72000000.0,14.0,Mikro
Ujungberung,0,500000.0,72000000.0,13.0,Mikro
Ujungberung,0,500000.0,72000000.0,13.0,Mikro
Ujungberung,0,500000.0,60000000.0,15.0,Mikro
Ujungberung,0,1500000.0,60000000.0,13.0,Mikro
Ujungberung,2,200000.0,54000000.0,18.0,Mikro
Ujungberung,0,500000.0,36000000.0,37.0,Mikro
Ujungberung,0,600000.0,32400000.0,21.0,Mikro
Ujungberung,2,4500000.0,28800000.0,29.0,Mikro
Ujungberung,0,4000000.0,24000000.0,11.0,Mikro
Ujungberung,0,1000000.0,21600000.0,18.0,Mikro
Ujungberung,2,500000.0,18000000.0,16.0,Mikro
Ujungberung,2,400000.0,18000000.0,28.0,Mikro
Ujungberung,4,1200000.0,1080000000.0,13.0,Mikro
Ujungberung,2,2000000.0,720000000.0,24.0,Mikro
Ujungberung,1,3000000.0,540000000.0,19.0,Mikro
Ujungberung,4,1000000.0,540000000.0,11.0,Mikro
Ujungberung,3,2000000.0,360000000.0,13.0,Mikro
Ujungberung,3,1000000.0,360000000.0,39.0,Mikro
Ujungberung,3,4000000.0,360000000.0,21.0,Mikro
Ujungberung,2,15000000.0,336000000.0,13.0,Mikro
Ujungberung,2,30000000.0,450000000.0,6.0,Kecil
Ujungberung,15,175000000.0,1000000000.0,19.0,Kecil
Ujungberung,3,30000000.0,75000000.0,9.0,Mikro
